+,0,24.91,
+,1,25.67,
+,2,25.50,
+,3,25.75,
+,4,26.00,
+,5,25.92,
+,6,25.75,
+,7,26.08,
+,8,26.34,
+,9,26.60,
+,10,26.94,
+,11,26.94,
+,12,27.27,
+,13,26.94,
+,14,27.18,
+,15,27.36,
+,16,27.96,
+,17,28.73,
+,18,28.73,
+,19,28.99,
+,20,29.68,
+,21,29.42,
+,22,29.68,
+,23,30.03,
+,24,30.46,
+,25,30.82,
+,26,31.17,
+,27,31.35,
+,28,31.97,
+,29,32.68,
+,30,33.14,
+,31,33.68,
+,32,33.32,
+,33,33.59,
+,34,33.96,
+,35,34.14,
+,36,34.97,
+,37,35.35,
+,38,35.35,
+,39,36.19,
+,40,36.19,
+,41,36.39,
+,42,36.29,
+,43,36.87,
+,44,36.77,
+,45,37.06,
+,46,37.44,
+,47,37.34,
,,48,38.32,
,,49,37.83,
,,50,38.03,
,,51,38.32,
,,52,38.62,
-,53,39.31,
-,54,38.82,
-,55,38.92,
-,56,38.03,
-,57,38.12,
-,58,38.03,
,,59,37.83,
,,60,37.44,
,,61,37.34,
,,62,37.15,
,,63,37.44,
,,64,37.44,
,,65,37.25,
,,66,37.25,
,,67,36.87,
,,68,37.06,
,,69,37.34,
,,70,37.74,
,,71,37.64,
,,72,37.93,
,,73,38.32,
,,74,38.52,
-,75,39.22,
-,76,39.51,
-,77,39.02,
-,78,38.62,
-,79,38.22,
-,80,37.54,
-,81,37.44,
,,82,37.06,
,,83,36.68,
,,84,36.77,
,,85,36.58,
+,86,37.06,
+,87,37.06,
+,88,37.25,
+,89,37.15,
+,90,36.96,
+,91,37.15,
+,92,37.74,
+,93,37.83,
,,94,37.93,
,,95,38.32,
,,96,38.32,
,,97,38.22,
,,98,38.72,
,,99,39.12,
-,100,39.31,
-,101,39.02,
-,102,38.92,
-,103,38.42,
-,104,37.93,
,,105,37.54,
,,106,37.34,
,,107,37.06,
,,108,36.96,
,,109,37.44,
,,110,37.54,
,,111,37.64,
,,112,37.64,
,,113,37.74,
,,114,37.74,
,,115,38.03,
,,116,38.03,
,,117,37.93,
,,118,37.83,
,,119,38.32,
,,120,38.42,
,,121,38.52,
,,122,38.82,
-,123,38.82,
-,124,38.72,
-,125,38.72,
-,126,38.12,
,,127,37.44,
,,128,37.34,
,,129,36.96,
,,130,37.25,
,,131,37.54,
,,132,37.15,
,,133,37.34,
,,134,37.06,
,,135,37.15,
,,136,36.96,
,,137,37.15,
,,138,37.74,
,,139,37.93,
,,140,38.03,
-,141,38.62,
-,142,38.72,
-,143,37.74,
-,144,37.54,
,,145,37.54,
,,146,37.06,
,,147,36.68,
,,148,36.58,
+,149,37.25,
+,150,36.77,
+,151,36.29,
+,152,36.48,
+,153,36.39,
+,154,36.48,
+,155,36.77,
+,156,37.64,
+,157,37.64,
+,158,37.83,
+,159,37.15,
+,160,37.93,
+,161,37.83,
+,162,38.22,
,,163,37.93,
,,164,38.22,
-,165,38.72,
-,166,38.72,
-,167,38.52,
-,168,38.32,
,,169,37.83,
,,170,37.44,
,,171,37.25,
,,172,37.06,
,,173,37.15,
,,174,36.96,
,,175,37.15,
,,176,37.15,
,,177,36.87,
,,178,37.06,
,,179,37.44,
,,180,37.64,
,,181,37.93,
,,182,38.32,
,,183,38.42,
,,184,38.42,
,,185,38.32,
,,186,38.42,
-,187,39.22,
-,188,38.52,
-,189,38.52,
-,190,37.93,
,,191,37.64,
,,192,37.34,
,,193,37.34,
,,194,37.06,
,,195,37.06,
,,196,37.34,
,,197,37.44,
,,198,37.44,
,,199,37.44,
,,200,37.15,
,,201,36.96,
,,202,37.54,
,,203,37.34,
,,204,37.64,
,,205,37.74,
,,206,37.93,
,,207,38.03,
,,208,38.03,
,,209,38.03,
,,210,38.42,
-,211,38.72,
-,212,38.92,
-,213,38.62,
-,214,38.42,
,,215,37.83,
,,216,37.44,
,,217,37.15,
,,218,37.15,
,,219,36.77,
,,220,37.15,
,,221,36.96,
,,222,37.44,
,,223,37.15,
,,224,37.06,
,,225,37.06,
,,226,37.64,
,,227,37.74,
,,228,37.74,
,,229,38.03,
,,230,37.83,
,,231,37.93,
,,232,38.42,
,,233,38.52,
,,234,38.32,
,,235,38.22,
-,236,39.12,
-,237,39.12,
-,238,38.52,
-,239,37.93,
,,240,37.83,
,,241,37.64,
,,242,36.96,
,,243,37.06,
,,244,37.15,
,,245,37.25,
,,246,37.34,
,,247,37.34,
,,248,37.25,
,,249,37.15,
,,250,37.15,
,,251,37.15,
,,252,37.06,
,,253,37.34,
,,254,37.44,
,,255,37.44,
,,256,37.54,
,,257,37.44,
,,258,37.06,
,,259,37.34,
,,260,37.06,
,,261,37.25,
,,262,37.74,
,,263,37.74,
,,264,37.83,
,,265,37.93,
,,266,38.22,
,,267,38.12,
,,268,38.22,
,,269,38.32,
,,270,38.52,
,,271,38.42,
,,272,38.32,
,,273,38.42,
,,274,38.42,
,,275,38.52,
,,276,38.72,
,,277,38.52,
,,278,38.52,
,,279,38.52,
,,280,38.42,
,,281,38.22,
,,282,38.03,
,,283,38.72,
,,284,38.42,
,,285,38.72,
,,286,38.92,
,,287,38.72,
-,288,39.12,
-,289,38.82,
-,290,38.72,
-,291,38.22,
,,292,37.44,
,,293,37.34,
,,294,37.15,
,,295,37.15,
,,296,37.25,
,,297,37.15,
,,298,36.68,
,,299,37.06,
,,300,36.68,
,,301,36.68,
+,302,37.06,
+,303,37.25,
+,304,36.96,
+,305,36.77,
+,306,36.77,
+,307,36.58,
+,308,37.54,
+,309,37.34,
+,310,37.74,
,,311,37.93,
,,312,38.22,
,,313,38.03,
,,314,37.93,
,,315,38.12,
,,316,38.32,
,,317,38.42,
,,318,38.62,
,,319,38.42,
,,320,38.92,
-,321,38.82,
-,322,38.72,
-,323,38.03,
,,324,37.74,
,,325,37.64,
,,326,37.34,
,,327,37.25,
,,328,37.25,
,,329,37.25,
,,330,37.25,
,,331,37.74,
,,332,37.64,
,,333,37.64,
,,334,37.74,
,,335,37.74,
,,336,37.93,
,,337,37.74,
,,338,37.83,
,,339,37.83,
,,340,37.93,
,,341,38.42,
,,342,38.42,
,,343,38.32,
,,344,38.42,
,,345,38.62,
,,346,38.62,
,,347,38.92,
,,348,38.72,
,,349,38.72,
,,350,38.82,
,,351,38.92,
-,352,38.82,
-,353,39.02,
-,354,38.92,
-,355,38.32,
-,356,37.93,
,,357,37.64,
,,358,37.54,
,,359,37.54,
,,360,37.44,
,,361,37.25,
,,362,37.25,
,,363,37.15,
,,364,37.25,
,,365,36.96,
,,366,37.06,
,,367,37.06,
,,368,36.87,
,,369,37.25,
,,370,37.06,
,,371,37.25,
,,372,37.34,
,,373,37.54,
,,374,37.54,
,,375,37.54,
,,376,37.54,
,,377,37.93,
,,378,37.93,
,,379,37.74,
,,380,38.03,
,,381,37.74,
,,382,37.83,
,,383,38.03,
,,384,38.22,
,,385,38.32,
,,386,38.12,
,,387,38.42,
,,388,38.62,
,,389,38.42,
,,390,38.52,
,,391,38.42,
,,392,38.62,
-,393,39.12,
-,394,38.72,
-,395,38.72,
-,396,38.32,
,,397,38.03,
,,398,36.96,
,,399,37.25,
,,400,37.06,
,,401,37.15,
,,402,37.06,
,,403,37.06,
,,404,37.06,
,,405,36.68,
,,406,36.68
